Transcript name	pre-edit start	pre-edit stop	edit start	edit stop	junction start	junction stop	gRNA name	gRNA start	gRNA stop	junction type	blast vs. parent
TO270442_ND9BSF12M13R_L24.ab1	1	31	195	597	31	195	TbMii002D01.fa	35	57	internal	NOHIT
TO270442_ND9BSF12M13R_L24.ab1	1	31	195	597	31	195	TbMini002_F19_TbMni002aC10.b1_076.ab1	35	57	internal	NOHIT
TO270442_ND9BSF12M13R_L24.ab1	1	31	195	597	31	195	TbMini002_P05_TbMni002aH03.b1_017.ab1	35	57	internal	NOHIT
TO270442_ND9BSF12M13R_L24.ab1	1	31	195	597	31	195	TbMini002_P06_TbMni002aH03.g1_017.ab1	35	57	internal	NOHIT
TO270442_ND9BSF12M13R_L24.ab1	1	31	195	597	31	195	H08	35	57	internal	NOHIT
TO270442_ND9BSF12M13R_L24.ab1	1	31	195	597	31	195	H09	35	57	internal	NOHIT
TO270442_ND9BSF12M13R_L24.ab1	1	31	195	597	31	195	TbMini002_F18_TbMni002aC09.g1_075.ab1	64	85	internal	blast match: evalue->0.068 perc_identity->100
TO270442_ND9BSF12M13R_L24.ab1	1	31	195	597	31	195	437721_TRBINVRPTI	80	125	internal	blast match: evalue->0.050 perc_identity->100
TO270442_ND9BSF12M13R_L24.ab1	1	31	195	597	31	195	TbMii001E04.fa	144	165	internal	blast match: evalue->0.068 perc_identity->100
TO270442_ND9BSF12M13R_L24.ab1	1	31	195	597	31	195	TbMini002_F06_TbMni002aC03.g1_027.ab1	144	165	internal	blast match: evalue->0.068 perc_identity->100
TO270442_ND9BSF12M13R_L24.ab1	1	31	195	597	31	195	TbMini002_A08_TbMini002A04.g1_032.ab1	144	189	internal	blast match: evalue->5e-05 perc_identity->100
TO270442_ND9BSF12M13R_L24.ab1	1	31	195	597	31	195	TbMini002_B18_TbMni002aA09.g1_079.ab1	144	189	internal	blast match: evalue->5e-05 perc_identity->100
TO270442_ND9BSF12M13R_L24.ab1	1	31	195	597	31	195	TbMini002_E11_TbMini002C06.b1_044.ab1	144	189	internal	blast match: evalue->5e-05 perc_identity->100
TO270442_ND9BSF12M13R_L24.ab1	1	31	195	597	31	195	TbMini002_L05_TbMni002aF03.b1_021.ab1	144	189	internal	blast match: evalue->5e-05 perc_identity->100
TO270442_ND9BSF12M13R_L24.ab1	1	31	195	597	31	195	D08	144	189	internal	blast match: evalue->5e-05 perc_identity->100
TO270442_ND9BSF12M13R_L24.ab1	1	31	195	597	31	195	A06.g.ab1	178	199	lead-out	blast match: evalue->0.068 perc_identity->100
TO270442_ND9BSF12M13R_L24.ab1	1	31	195	597	31	195	TbMini002_N13_TbMni002aG07.b1_051.ab1	203	225	edit-only	NOHIT
TO270442_ND9BSF12M13R_L24.ab1	1	31	195	597	31	195	TbMii001A12.fa	205	232	edit-only	blast match: evalue->0.10 perc_identity->100
TO270442_ND9BSF12M13R_L24.ab1	1	31	195	597	31	195	TbMii001E01.fa	205	232	edit-only	blast match: evalue->0.10 perc_identity->100
TO270442_ND9BSF12M13R_L24.ab1	1	31	195	597	31	195	TbMii001F11.fa	205	232	edit-only	blast match: evalue->0.10 perc_identity->100
TO270442_ND9BSF12M13R_L24.ab1	1	31	195	597	31	195	TbMii001F12.fa	205	232	edit-only	blast match: evalue->0.10 perc_identity->100
TO270442_ND9BSF12M13R_L24.ab1	1	31	195	597	31	195	TbMii001G04.fa	205	232	edit-only	blast match: evalue->0.10 perc_identity->100
TO270442_ND9BSF12M13R_L24.ab1	1	31	195	597	31	195	TbMii002B08.fa	205	232	edit-only	blast match: evalue->0.10 perc_identity->100
TO270442_ND9BSF12M13R_L24.ab1	1	31	195	597	31	195	TbMini002_B08_TbMni002aA04.g1_032.ab1	205	232	edit-only	blast match: evalue->0.10 perc_identity->100
TO270442_ND9BSF12M13R_L24.ab1	1	31	195	597	31	195	TbMini002_I10_TbMini002E05.g1_039.ab1	205	232	edit-only	blast match: evalue->0.10 perc_identity->100
TO270442_ND9BSF12M13R_L24.ab1	1	31	195	597	31	195	TbMini002_L16_TbMni002aF08.g1_054.ab1	205	232	edit-only	blast match: evalue->0.10 perc_identity->100
